106 , 4380 , 4380
107 , 9664 , 9664
108 , 9665 , 9665
109 , 1503 , 1503
110 , 4381 , 4381
111 , 44049 , 44049
112 , 8857 , 8857
113 , 13029 , 13029
114 , 44050 , 44050
115 , 44051 , 44051
116 , 44052 , 44052
117 , 44053 , 44053
118 , 44054 , 44054
119 , 44055 , 44055
120 , 50936 , 50936
121 , 8858 , 8858
122 , 8859 , 8859
123 , 1069 , 1069
124 , 41223 , 41223
125 , 2209 , 2209
126 , 2206 , 2206
127 , 41 , 41
128 , 4059 , 4059
129 , 8984 , 8984
130 , 8985 , 8985
131 , 8986 , 8986
132 , 33 , 33
133 , 34 , 34
134 , 35 , 35
135 , 36 , 36
136 , 37 , 37
137 , 38 , 38
138 , 39 , 39
139 , 40 , 40
140 , 2672 , 2672
141 , 4464 , 4464
142 , 4465 , 4465
143 , 4466 , 4466
144 , 4467 , 4467
145 , 1363 , 1363
146 , 2668 , 2668
147 , 13416 , 13416
148 , 14653 , 14653
149 , 52 , 52
150 , 48 , 48
151 , 49 , 49
152 , 50 , 50
153 , 4535 , 4535
154 , 146 , 146
155 , 140 , 140
156 , 141 , 141
157 , 142 , 142
158 , 14654 , 14654
159 , 143 , 143
160 , 144 , 144
161 , 14655 , 14655
162 , 145 , 145
163 , 639 , 639
164 , 14656 , 14656
165 , 4533 , 4533
166 , 4534 , 4534
167 , 1362 , 1362
168 , 1080 , 1080
169 , 9179 , 9179
170 , 926 , 926
171 , 1144 , 1144
172 , 853 , 853
173 , 54553 , 54553
174 , 52213 , 52213
175 , 53893 , 53893
176 , 55041 , 55041
177 , 54981 , 54981
178 , 15216 , 15216
179 , 525 , 525
180 , 455 , 455
181 , 936 , 936
182 , 1616 , 1616
183 , 789 , 789
184 , 8710 , 8710
185 , 9171 , 9171
186 , 523 , 523
187 , 524 , 524
188 , 8715 , 8715
189 , 8716 , 8716
190 , 8717 , 8717
191 , 9172 , 9172
192 , 9173 , 9173
193 , 9174 , 9174
194 , 15612 , 15612
195 , 13830 , 13830
196 , 13688 , 13688
197 , 12644 , 12644
198 , 20600 , 20600
199 , 13158 , 13158
200 , 1541 , 1541
201 , 9369 , 9369
202 , 9370 , 9370
203 , 248 , 248
204 , 246 , 246
205 , 13159 , 13159
206 , 247 , 247
207 , 13610 , 13610
208 , 215 , 215
209 , 14102 , 14102
210 , 14857 , 14857
211 , 13611 , 13611
212 , 213 , 213
213 , 214 , 214
214 , 131 , 131
215 , 13615 , 13615
216 , 15492 , 15492
217 , 15500 , 15500
218 , 74 , 74
219 , 13853 , 13853
220 , 20448 , 20448
221 , 20500 , 20500
222 , 72 , 72
223 , 31457 , 31457
224 , 13139 , 13139
225 , 13676 , 13676
226 , 13854 , 13854
227 , 12478 , 12478
228 , 73 , 73
229 , 36088 , 36088
230 , 32563 , 32563
231 , 35944 , 35944
232 , 4665 , 4665
233 , 13659 , 13659
234 , 2201 , 2201
235 , 4546 , 4546
236 , 1139 , 1139
237 , 13557 , 13557
238 , 2289 , 2289
239 , 1314 , 1314
240 , 4902 , 4902
241 , 1154 , 1154
242 , 3545 , 3545
243 , 3541 , 3541
244 , 3542 , 3542
245 , 3543 , 3543
246 , 3544 , 3544
247 , 4503 , 4503
248 , 997 , 997
249 , 9668 , 9668
250 , 1596 , 1596
251 , 13102 , 13102
252 , 14460 , 14460
253 , 836 , 836
254 , 9090 , 9090
255 , 40118 , 40118
256 , 36835 , 36835
257 , 2080 , 2080
258 , 2078 , 2078
259 , 2079 , 2079
260 , 2171 , 2171
261 , 2077 , 2077
262 , 2118 , 2118
263 , 2115 , 2115
264 , 2116 , 2116
265 , 2117 , 2117
266 , 4076 , 4076
267 , 453 , 453
268 , 14536 , 14536
269 , 13473 , 13473
270 , 15669 , 15669
271 , 15820 , 15820
272 , 12866 , 12866
273 , 13420 , 13420
274 , 13112 , 13112
275 , 13476 , 13476
276 , 34263 , 34263
277 , 814 , 814
278 , 1254 , 1254
279 , 1251 , 1251
280 , 1252 , 1252
281 , 1253 , 1253
282 , 586 , 586
283 , 4058 , 4058
284 , 2229 , 2229
285 , 2736 , 2736
286 , 2226 , 2226
287 , 4596 , 4596
288 , 4056 , 4056
289 , 4057 , 4057
290 , 4588 , 4588
291 , 482 , 482
292 , 4589 , 4589
293 , 2227 , 2227
294 , 4590 , 4590
295 , 2685 , 2685
296 , 4591 , 4591
297 , 4592 , 4592
298 , 4593 , 4593
299 , 2681 , 2681
300 , 2682 , 2682
301 , 4594 , 4594
302 , 2228 , 2228
303 , 1283 , 1283
304 , 2683 , 2683
305 , 1644 , 1644
306 , 205 , 205
307 , 200 , 200
308 , 2114 , 2114
309 , 2267 , 2267
310 , 2265 , 2265
311 , 39487 , 39487
312 , 39460 , 39460
313 , 39481 , 39481
314 , 39454 , 39454
315 , 39457 , 39457
316 , 39484 , 39484
317 , 39466 , 39466
318 , 39493 , 39493
319 , 39463 , 39463
320 , 39496 , 39496
321 , 39469 , 39469
322 , 39490 , 39490
323 , 39475 , 39475
324 , 39472 , 39472
325 , 39478 , 39478
326 , 39499 , 39499
327 , 39502 , 39502
328 , 39505 , 39505
329 , 12251 , 12251
330 , 12252 , 12252
331 , 12275 , 12275
332 , 12274 , 12274
333 , 12276 , 12276
334 , 12277 , 12277
335 , 12301 , 12301
336 , 12302 , 12302
337 , 12303 , 12303
338 , 12309 , 12309
339 , 12310 , 12310
340 , 12311 , 12311
341 , 12312 , 12312
342 , 98570 , 98570
343 , 98571 , 98571
344 , 4686 , 4686
345 , 12350 , 12350
346 , 12354 , 12354
347 , 12376 , 12376
348 , 12324 , 12324
349 , 12383 , 12383
350 , 12353 , 12353
351 , 12400 , 12400
352 , 12404 , 12404
353 , 12327 , 12327
354 , 12366 , 12366
355 , 12380 , 12380
356 , 12375 , 12375
357 , 12387 , 12387
358 , 12395 , 12395
359 , 12365 , 12365
360 , 12390 , 12390
361 , 12344 , 12344
362 , 12320 , 12320
363 , 12386 , 12386
364 , 12347 , 12347
365 , 849 , 849
366 , 1697 , 1697
367 , 365 , 365
368 , 1607 , 1607
369 , 651 , 651
370 , 1013 , 1013
371 , 2074 , 2074
372 , 648 , 648
373 , 2127 , 2127
374 , 239 , 239
375 , 363 , 363
376 , 649 , 649
377 , 9649 , 9649
378 , 2123 , 2123
379 , 364 , 364
380 , 1010 , 1010
381 , 2124 , 2124
382 , 2075 , 2075
383 , 9650 , 9650
384 , 847 , 847
385 , 4674 , 4674
386 , 2076 , 2076
387 , 232 , 232
388 , 2125 , 2125
389 , 650 , 650
390 , 1011 , 1011
391 , 1012 , 1012
392 , 4542 , 4542
393 , 1516 , 1516
394 , 848 , 848
395 , 1615 , 1615
396 , 1150 , 1150
397 , 362 , 362
398 , 2126 , 2126
399 , 1151 , 1151
400 , 233 , 233
401 , 9669 , 9669
402 , 234 , 234
403 , 1152 , 1152
404 , 235 , 235
405 , 4543 , 4543
406 , 1163 , 1163
407 , 236 , 236
408 , 237 , 237
409 , 4514 , 4514
410 , 1153 , 1153
411 , 357 , 357
412 , 991 , 991
413 , 474 , 474
414 , 358 , 358
415 , 1031 , 1031
416 , 1351 , 1351
417 , 1512 , 1512
418 , 2193 , 2193
419 , 813 , 813
420 , 238 , 238
421 , 2194 , 2194
422 , 3553 , 3553
423 , 470 , 470
424 , 1045 , 1045
425 , 472 , 472
426 , 3551 , 3551
427 , 1028 , 1028
428 , 3552 , 3552
429 , 2195 , 2195
430 , 834 , 834
431 , 1029 , 1029
432 , 603 , 603
433 , 4555 , 4555
434 , 1042 , 1042
435 , 835 , 835
436 , 1735 , 1735
437 , 1030 , 1030
438 , 1043 , 1043
439 , 1649 , 1649
440 , 1137 , 1137
441 , 4551 , 4551
442 , 1138 , 1138
443 , 1044 , 1044
444 , 360 , 360
445 , 1650 , 1650
446 , 9673 , 9673
447 , 4552 , 4552
448 , 4553 , 4553
449 , 4554 , 4554
450 , 9686 , 9686
451 , 9674 , 9674
452 , 361 , 361
453 , 898 , 898
454 , 9687 , 9687
455 , 895 , 895
456 , 2702 , 2702
457 , 896 , 896
458 , 2703 , 2703
459 , 3560 , 3560
460 , 8999 , 8999
461 , 897 , 897
462 , 2704 , 2704
463 , 3558 , 3558
464 , 467 , 467
465 , 9000 , 9000
466 , 9001 , 9001
467 , 9002 , 9002
468 , 3559 , 3559
469 , 1059 , 1059
470 , 989 , 989
471 , 583 , 583
472 , 990 , 990
473 , 2274 , 2274
474 , 584 , 584
475 , 9655 , 9655
476 , 585 , 585
477 , 464 , 464
478 , 2268 , 2268
479 , 4509 , 4509
480 , 4510 , 4510
481 , 4511 , 4511
482 , 4512 , 4512
483 , 4513 , 4513
484 , 1017 , 1017
485 , 1014 , 1014
486 , 1015 , 1015
487 , 1016 , 1016
488 , 2264 , 2264
489 , 28970 , 28970
490 , 41527 , 41527
491 , 41528 , 41528
492 , 42203 , 42203
493 , 42204 , 42204
494 , 97950 , 97950
495 , 8785 , 8785
496 , 1500 , 1500
497 , 4517 , 4517
498 , 1264 , 1264
499 , 37639 , 37639
500 , 37641 , 37641
501 , 37643 , 37643
502 , 37645 , 37645
503 , 37647 , 37647
504 , 36895 , 36895
505 , 36896 , 36896
506 , 36897 , 36897
507 , 36898 , 36898
508 , 36899 , 36899
509 , 36900 , 36900
510 , 36902 , 36902
511 , 36903 , 36903
512 , 36904 , 36904
513 , 36905 , 36905
514 , 36906 , 36906
515 , 36907 , 36907
516 , 36908 , 36908
517 , 36909 , 36909
518 , 36910 , 36910
519 , 36911 , 36911
520 , 36912 , 36912
521 , 36915 , 36915
522 , 36916 , 36916
523 , 2063 , 2063
524 , 83602 , 83602
525 , 1533 , 1533
526 , 1626 , 1626
527 , 9666 , 9666
528 , 1176 , 1176
529 , 4685 , 4685
530 , 4041 , 4041
531 , 83607 , 83607
532 , 83612 , 83612
533 , 83615 , 83615
534 , 83618 , 83618
535 , 83621 , 83621
536 , 4525 , 4525
537 , 9091 , 9091
538 , 9092 , 9092
539 , 1085 , 1085
540 , 988 , 988
541 , 1081 , 1081
542 , 968 , 968
543 , 1082 , 1082
544 , 1083 , 1083
545 , 1084 , 1084
546 , 9183 , 9183
547 , 9184 , 9184
548 , 1570 , 1570
549 , 1597 , 1597
550 , 9612 , 9612
551 , 9613 , 9613
552 , 120 , 120
553 , 1218 , 1218
554 , 118 , 118
555 , 119 , 119
556 , 1125 , 1125
557 , 1530 , 1530
558 , 1624 , 1624
559 , 9653 , 9653
560 , 9654 , 9654
561 , 822 , 822
562 , 1674 , 1674
563 , 178 , 178
564 , 598 , 598
565 , 4522 , 4522
566 , 4518 , 4518
567 , 4519 , 4519
568 , 4520 , 4520
569 , 4521 , 4521
570 , 2730 , 2730
571 , 599 , 599
572 , 600 , 600
573 , 601 , 601
574 , 602 , 602
575 , 1660 , 1660
576 , 1181 , 1181
577 , 9167 , 9167
578 , 3540 , 3540
579 , 2101 , 2101
580 , 1639 , 1639
581 , 4072 , 4072
582 , 597 , 597
583 , 8994 , 8994
584 , 1580 , 1580
585 , 965 , 965
586 , 1056 , 1056
587 , 1057 , 1057
588 , 1058 , 1058
589 , 8995 , 8995
590 , 8996 , 8996
591 , 810 , 810
592 , 807 , 807
593 , 808 , 808
594 , 809 , 809
595 , 86 , 86
596 , 466 , 466
597 , 252 , 252
598 , 4015 , 4015
599 , 8141 , 8141
600 , 4013 , 4013
601 , 4014 , 4014
602 , 4635 , 4635
603 , 9185 , 9185
604 , 9402 , 9402
605 , 9403 , 9403
606 , 8344 , 8344
607 , 9187 , 9187
608 , 1488 , 1488
609 , 9279 , 9279
610 , 9280 , 9280
611 , 9281 , 9281
612 , 2218 , 2218
613 , 4038 , 4038
614 , 4039 , 4039
615 , 4040 , 4040
616 , 9180 , 9180
617 , 9181 , 9181
618 , 966 , 966
619 , 967 , 967
620 , 656 , 656
621 , 564 , 564
622 , 563 , 563
623 , 9375 , 9375
624 , 9376 , 9376
625 , 9377 , 9377
626 , 2269 , 2269
627 , 2270 , 2270
628 , 1122 , 1122
629 , 1123 , 1123
630 , 1124 , 1124
631 , 16 , 16
632 , 3532 , 3532
633 , 3533 , 3533
634 , 3534 , 3534
635 , 3535 , 3535
636 , 3536 , 3536
637 , 3537 , 3537
638 , 3538 , 3538
639 , 3539 , 3539
640 , 4898 , 4898
641 , 4899 , 4899
642 , 2261 , 2261
643 , 4900 , 4900
644 , 2262 , 2262
645 , 4901 , 4901
646 , 8132 , 8132
647 , 2263 , 2263
648 , 4523 , 4523
649 , 4524 , 4524
650 , 8150 , 8150
651 , 820 , 820
652 , 821 , 821
653 , 2214 , 2214
654 , 2215 , 2215
655 , 2216 , 2216
656 , 2217 , 2217
657 , 9679 , 9679
658 , 9680 , 9680
659 , 8347 , 8347
660 , 8149 , 8149
661 , 83 , 83
662 , 84 , 84
663 , 85 , 85
664 , 409 , 409
665 , 9282 , 9282
666 , 9283 , 9283
667 , 9284 , 9284
668 , 83624 , 83624
669 , 175 , 175
670 , 176 , 176
671 , 177 , 177
672 , 37640 , 37640
673 , 37642 , 37642
674 , 37644 , 37644
675 , 37646 , 37646
676 , 83637 , 83637
677 , 83640 , 83640
678 , 1501 , 1501
679 , 448 , 448
680 , 594 , 594
681 , 447 , 447
682 , 595 , 595
683 , 9291 , 9291
684 , 9292 , 9292
685 , 9293 , 9293
686 , 9294 , 9294
687 , 596 , 596
688 , 9289 , 9289
689 , 9290 , 9290
690 , 1177 , 1177
691 , 1178 , 1178
692 , 1474 , 1474
693 , 4388 , 4388
694 , 9659 , 9659
695 , 9660 , 9660
696 , 1173 , 1173
697 , 1175 , 1175
698 , 2239 , 2239
699 , 1987 , 1987
700 , 1988 , 1988
701 , 652 , 652
702 , 653 , 653
703 , 654 , 654
704 , 655 , 655
705 , 964 , 964
706 , 2731 , 2731
707 , 2732 , 2732
708 , 2733 , 2733
709 , 2734 , 2734
710 , 2735 , 2735
711 , 8783 , 8783
712 , 833 , 833
713 , 2213 , 2213
714 , 882 , 882
715 , 342 , 342
716 , 8790 , 8790
717 , 831 , 831
718 , 832 , 832
719 , 8791 , 8791
720 , 880 , 880
721 , 881 , 881
722 , 405 , 405
723 , 406 , 406
724 , 407 , 407
725 , 408 , 408
726 , 2211 , 2211
727 , 646 , 646
728 , 4067 , 4067
729 , 662 , 662
730 , 733 , 733
731 , 677 , 677
732 , 1498 , 1498
733 , 339 , 339
734 , 340 , 340
735 , 341 , 341
736 , 640 , 640
737 , 641 , 641
738 , 642 , 642
739 , 643 , 643
740 , 644 , 644
741 , 645 , 645
742 , 4068 , 4068
743 , 4069 , 4069
744 , 4070 , 4070
745 , 4071 , 4071
746 , 657 , 657
747 , 658 , 658
748 , 4421 , 4421
749 , 39331 , 39331
750 , 4675 , 4675
751 , 39325 , 39325
752 , 4676 , 4676
753 , 1006 , 1006
754 , 39328 , 39328
755 , 4679 , 4679
756 , 1003 , 1003
757 , 1004 , 1004
758 , 4669 , 4669
759 , 1005 , 1005
760 , 8865 , 8865
761 , 39305 , 39305
762 , 39309 , 39309
763 , 39312 , 39312
764 , 4003 , 4003
765 , 4080 , 4080
766 , 61 , 61
767 , 1155 , 1155
768 , 58 , 58
769 , 59 , 59
770 , 60 , 60
771 , 1621 , 1621
772 , 1563 , 1563
773 , 4507 , 4507
774 , 2255 , 2255
775 , 185 , 185
776 , 369 , 369
777 , 24308 , 24308
778 , 2260 , 2260
779 , 4760 , 4760
780 , 4384 , 4384
781 , 4550 , 4550
782 , 2256 , 2256
783 , 1627 , 1627
784 , 2257 , 2257
785 , 4761 , 4761
786 , 2259 , 2259
787 , 1284 , 1284
788 , 4418 , 4418
789 , 1357 , 1357
790 , 2244 , 2244
791 , 1581 , 1581
792 , 4385 , 4385
793 , 9400 , 9400
794 , 2149 , 2149
795 , 4386 , 4386
796 , 4387 , 4387
797 , 4064 , 4064
798 , 12334 , 12334
799 , 12337 , 12337
800 , 1022 , 1022
801 , 9086 , 9086
802 , 1018 , 1018
803 , 12335 , 12335
804 , 2236 , 2236
805 , 1132 , 1132
806 , 1126 , 1126
807 , 1127 , 1127
808 , 1128 , 1128
809 , 1129 , 1129
810 , 9087 , 9087
811 , 1263 , 1263
812 , 9088 , 9088
813 , 2230 , 2230
814 , 2231 , 2231
815 , 1261 , 1261
816 , 2232 , 2232
817 , 1262 , 1262
818 , 2233 , 2233
819 , 2234 , 2234
820 , 2235 , 2235
821 , 40322 , 40322
822 , 4668 , 4668
823 , 4670 , 4670
824 , 4671 , 4671
825 , 4672 , 4672
826 , 14159 , 14159
827 , 2266 , 2266
828 , 2237 , 2237
829 , 40171 , 40171
830 , 40559 , 40559
831 , 2238 , 2238
832 , 4419 , 4419
833 , 4420 , 4420
834 , 30298 , 30298
835 , 14156 , 14156
836 , 15774 , 15774
837 , 30892 , 30892
838 , 40345 , 40345
839 , 4065 , 4065
840 , 4066 , 4066
841 , 14606 , 14606
842 , 13499 , 13499
843 , 13559 , 13559
844 , 13494 , 13494
845 , 13877 , 13877
846 , 13411 , 13411
847 , 14528 , 14528
848 , 83648 , 83648
849 , 83650 , 83650
850 , 3071 , 3071
851 , 3083 , 3083
852 , 37048 , 37048
853 , 20440 , 20440
854 , 14522 , 14522
855 , 15324 , 15324
856 , 13346 , 13346
857 , 32568 , 32568
858 , 13696 , 13696
859 , 13491 , 13491
860 , 13527 , 13527
861 , 14649 , 14649
862 , 15391 , 15391
863 , 13791 , 13791
864 , 15863 , 15863
865 , 21163 , 21163
866 , 15536 , 15536
867 , 13552 , 13552
868 , 13069 , 13069
869 , 13427 , 13427
870 , 15219 , 15219
871 , 15814 , 15814
872 , 13529 , 13529
873 , 13070 , 13070
874 , 13071 , 13071
875 , 13530 , 13530
876 , 13531 , 13531
877 , 13532 , 13532
878 , 14609 , 14609
879 , 14908 , 14908
880 , 14657 , 14657
881 , 14660 , 14660
882 , 13428 , 13428
883 , 13429 , 13429
884 , 13430 , 13430
885 , 2711 , 2711
886 , 2710 , 2710
887 , 4656 , 4656
888 , 8847 , 8847
889 , 204 , 204
890 , 4566 , 4566
891 , 1475 , 1475
892 , 4563 , 4563
893 , 4564 , 4564
894 , 9064 , 9064
895 , 4565 , 4565
896 , 9065 , 9065
897 , 366 , 366
898 , 367 , 367
899 , 1157 , 1157
900 , 1158 , 1158
901 , 368 , 368
902 , 1019 , 1019
903 , 1149 , 1149
904 , 1145 , 1145
905 , 223 , 223
906 , 9332 , 9332
907 , 1146 , 1146
908 , 9333 , 9333
909 , 219 , 219
910 , 220 , 220
911 , 1147 , 1147
912 , 1148 , 1148
913 , 1214 , 1214
914 , 1215 , 1215
915 , 1216 , 1216
916 , 1217 , 1217
917 , 2698 , 2698
918 , 2695 , 2695
919 , 2696 , 2696
920 , 1984 , 1984
921 , 960 , 960
922 , 961 , 961
923 , 962 , 962
924 , 1982 , 1982
925 , 963 , 963
926 , 1983 , 1983
927 , 2146 , 2146
928 , 2147 , 2147
929 , 2148 , 2148
930 , 15815 , 15815
931 , 15817 , 15817
932 , 15818 , 15818
933 , 83653 , 83653
934 , 83655 , 83655
935 , 83658 , 83658
936 , 83660 , 83660
937 , 4559 , 4559
938 , 9162 , 9162
939 , 9061 , 9061
940 , 9062 , 9062
941 , 9163 , 9163
942 , 9164 , 9164
943 , 9165 , 9165
944 , 9166 , 9166
945 , 956 , 956
946 , 83663 , 83663
947 , 83665 , 83665
948 , 83667 , 83667
949 , 83669 , 83669
950 , 102067 , 102067
951 , 37151 , 37151
952 , 37152 , 37152
953 , 37153 , 37153
954 , 37154 , 37154
955 , 39807 , 39807
956 , 39804 , 39804
957 , 39798 , 39798
958 , 39801 , 39801
959 , 39810 , 39810
960 , 39813 , 39813
961 , 39816 , 39816
962 , 39819 , 39819
963 , 36474 , 36474
964 , 36476 , 36476
965 , 36480 , 36480
966 , 12430 , 12430
967 , 12339 , 12339
968 , 36482 , 36482
969 , 36483 , 36483
970 , 12372 , 12372
971 , 12373 , 12373
972 , 12374 , 12374
973 , 2697 , 2697
974 , 1092 , 1092
975 , 1086 , 1086
976 , 1088 , 1088
977 , 1089 , 1089
978 , 1090 , 1090
979 , 1091 , 1091
980 , 36502 , 36502
981 , 36509 , 36509
982 , 36514 , 36514
983 , 44727 , 44727
984 , 57731 , 57731
985 , 57977 , 57977
986 , 58094 , 58094
987 , 56901 , 56901
988 , 57851 , 57851
989 , 56712 , 56712
990 , 57072 , 57072
991 , 48865 , 48865
992 , 24140 , 24140
993 , 24291 , 24291
994 , 24050 , 24050
995 , 24290 , 24290
996 , 24289 , 24289
997 , 24270 , 24270
998 , 24269 , 24269
999 , 24073 , 24073
1000 , 24171 , 24171
1001 , 24293 , 24293
1002 , 39705 , 39705
1003 , 39678 , 39678
1004 , 39708 , 39708
1005 , 39711 , 39711
1006 , 39684 , 39684
1007 , 39681 , 39681
1008 , 39780 , 39780
1009 , 39726 , 39726
1010 , 39777 , 39777
1011 , 39744 , 39744
1012 , 39756 , 39756
1013 , 39741 , 39741
1014 , 39774 , 39774
1015 , 39723 , 39723
1016 , 39753 , 39753
1017 , 39747 , 39747
1018 , 39750 , 39750
1019 , 39729 , 39729
1020 , 39795 , 39795
1021 , 39792 , 39792
1022 , 39768 , 39768
1023 , 39771 , 39771
1024 , 24196 , 24196
1025 , 24274 , 24274
1026 , 24294 , 24294
1027 , 24292 , 24292
1028 , 24273 , 24273
1029 , 83687 , 83687
1030 , 83689 , 83689
1031 , 83691 , 83691
1032 , 83693 , 83693
1033 , 83695 , 83695
1034 , 83697 , 83697
1035 , 83700 , 83700
1036 , 83702 , 83702
1037 , 2240 , 2240
1038 , 2241 , 2241
1039 , 2242 , 2242
1040 , 2243 , 2243
1041 , 94613 , 94613
1042 , 94606 , 94606
1043 , 94649 , 94649
1044 , 94752 , 94752
1045 , 94648 , 94648
1046 , 94795 , 94795
1047 , 94793 , 94793
1048 , 94775 , 94775
1049 , 94792 , 94792
1050 , 86311 , 86311
1051 , 86314 , 86314
1052 , 86876 , 86876
1053 , 86442 , 86442
1054 , 86440 , 86440
1055 , 86885 , 86885
1056 , 86773 , 86773
1057 , 86777 , 86777
1058 , 87024 , 87024
1059 , 87026 , 87026
1060 , 87077 , 87077
1061 , 52387 , 52387
1062 , 66235 , 66235
1063 , 87076 , 87076
1064 , 52285 , 52285
1065 , 15112 , 15112
1066 , 13351 , 13351
1067 , 15847 , 15847
1068 , 13540 , 13540
1069 , 37053 , 37053
1070 , 13298 , 13298
1071 , 13467 , 13467
1072 , 13093 , 13093
1073 , 14598 , 14598
1074 , 14765 , 14765
1075 , 13543 , 13543
1076 , 15793 , 15793
1077 , 15158 , 15158
1078 , 13663 , 13663
1079 , 13174 , 13174
1080 , 14468 , 14468
1081 , 14443 , 14443
1082 , 14449 , 14449
1083 , 83711 , 83711
1084 , 14454 , 14454
1085 , 13322 , 13322
1086 , 13432 , 13432
1087 , 13152 , 13152
1088 , 32558 , 32558
1089 , 12813 , 12813
1090 , 31460 , 31460
1091 , 32145 , 32145
1092 , 13249 , 13249
1093 , 22756 , 22756
1094 , 13409 , 13409
1095 , 12978 , 12978
1096 , 12981 , 12981
1097 , 35857 , 35857
1098 , 13080 , 13080
1099 , 14602 , 14602
1100 , 14749 , 14749
1101 , 13233 , 13233
1102 , 31451 , 31451
1103 , 12969 , 12969
1104 , 83713 , 83713
1105 , 83715 , 83715
1106 , 83719 , 83719
1107 , 83721 , 83721
1108 , 83723 , 83723
1109 , 83725 , 83725
1110 , 83727 , 83727
1111 , 83730 , 83730
1112 , 984 , 984
1113 , 985 , 985
1114 , 986 , 986
1115 , 987 , 987
1116 , 4732 , 4732
1117 , 454 , 454
1118 , 4738 , 4738
1119 , 850 , 850
1120 , 4739 , 4739
1121 , 851 , 851
1122 , 4740 , 4740
1123 , 4741 , 4741
1124 , 14 , 14
1125 , 852 , 852
1126 , 83705 , 83705
1127 , 83707 , 83707
1128 , 83709 , 83709
1129 , 83732 , 83732
1130 , 83738 , 83738
1131 , 83741 , 83741
1132 , 83744 , 83744
1133 , 83747 , 83747
1134 , 83750 , 83750
1135 , 83753 , 83753
1136 , 83756 , 83756
1137 , 83759 , 83759
1138 , 83762 , 83762
1139 , 83765 , 83765
1140 , 83768 , 83768
1141 , 83771 , 83771
1142 , 1625 , 1625
1143 , 669 , 669
1144 , 670 , 670
1145 , 671 , 671
1146 , 672 , 672
1147 , 673 , 673
1148 , 674 , 674
1149 , 675 , 675
1150 , 676 , 676
1151 , 2690 , 2690
1152 , 2686 , 2686
1153 , 659 , 659
1154 , 660 , 660
1155 , 661 , 661
1156 , 2688 , 2688
1157 , 4478 , 4478
1158 , 1136 , 1136
1159 , 4486 , 4486
1160 , 4483 , 4483
1161 , 4484 , 4484
1162 , 21620 , 21620
1163 , 21621 , 21621
1164 , 21622 , 21622
1165 , 21624 , 21624
1166 , 21623 , 21623
1167 , 21583 , 21583
1168 , 21582 , 21582
1169 , 29049 , 29049
1170 , 21581 , 21581
1171 , 21584 , 21584
1172 , 29050 , 29050
1173 , 29048 , 29048
1174 , 28911 , 28911
1175 , 28917 , 28917
1176 , 28916 , 28916
1177 , 28910 , 28910
1178 , 28913 , 28913
1179 , 28909 , 28909
1180 , 28914 , 28914
1181 , 9681 , 9681
1182 , 9682 , 9682
1183 , 9683 , 9683
1184 , 28915 , 28915
1185 , 1133 , 1133
